steps	episodes	elapsed	mean	median	stdev	max	min	average_q1	average_q2	average_q_func1_loss	average_q_func2_loss	average_policy_loss	policy_n_updates	q_func_n_updates
2000	10	16.719295740127563	-22.6383390935817	-23.618228033540987	4.685851097596791	-14.756699919577681	-29.153671914630106	nan	nan	nan	nan	nan	0	0
4000	20	33.49094104766846	-21.28522335172823	-20.639840114207757	6.793407585188326	-12.421574601546187	-31.200735641893857	nan	nan	nan	nan	nan	0	0
6000	30	50.23566222190857	-16.882705477454945	-15.157866770872497	5.2854454554869275	-12.27728050472678	-29.385792989375076	nan	nan	nan	nan	nan	0	0
8000	40	67.26228404045105	-21.352973171376938	-23.290602690128622	5.747424041966893	-12.879886540081774	-28.611454804197287	nan	nan	nan	nan	nan	0	0
10000	50	84.03685212135315	-23.487718694564457	-23.77128213317308	3.956230579175401	-17.71108548516283	-28.124063178598515	0.02030886	0.021304265	0.0705883651971817	0.07063943892717361	nan	0	1
12000	60	115.71129870414734	-4.412687941443502	-14.531279341538976	25.441434372380584	47.52295620910368	-21.001091362134492	-0.9836438	-0.98410743	0.0004920056619448587	0.0004590284674486611	0.8953966957330703	1000	2001
14044	74	148.1681489944458	-10.811248284213326	-16.894416962356285	20.607266941140733	47.5478729016927	-21.58282042193318	-1.0408386	-1.0358547	1.9783902341057547	1.98085443102289	0.9800610053539276	2022	4045
16113	86	179.3322069644928	9.030137397233899	-11.378804368494661	32.09985539319828	48.38754832103407	-21.080286773663424	-1.2039497	-1.2060142	2.1619340297672895	2.148855494740419	0.9951946884393692	3057	6114
18086	98	212.51989817619324	-13.976443483942466	-15.769871681708867	5.973360554986129	-4.53866695352027	-23.11065875865502	-0.93593127	-0.9412942	0.7224389820639044	0.7193125373404473	0.8902818378806114	4043	8087
20080	111	245.38443994522095	-13.145133024614061	-10.431235182606837	7.387091775750174	-5.717023716707305	-26.894619228502265	-0.8815693	-0.88530666	2.201543839685619	2.1874265380948783	0.7548260554671288	5040	10081
22146	126	279.1884801387787	-12.326380815651333	-11.066921360717302	6.451302927822112	-4.504635718736043	-24.780705862172635	-0.5998733	-0.6016355	2.4443004344031216	2.4245573120377957	0.3928954578912817	6073	12147
24128	140	309.43288230895996	20.36812228246933	40.4234279367443	28.450071709694814	44.96687465363104	-19.372572280813195	-0.43571985	-0.43160614	2.235739467702806	2.2181618325039745	0.11338424477726221	7064	14129
26119	154	342.2349863052368	-6.108534632423743	-9.364686549275733	18.747647305957305	45.60560724333146	-22.822793128190717	-0.119397886	-0.05053805	2.8014706037566066	2.781140452325344	-0.18868145419284701	8060	16120
28179	169	375.0207996368408	-2.023807689084082	-11.992712568554573	25.965817586081656	47.62588289609243	-21.466418127711368	0.549552	0.56247455	3.191551585532725	3.139073509760201	-0.5327231083530932	9090	18180
30062	188	408.93844842910767	6.294445882209446	-10.64743725284557	34.1867764287293	47.668611791887194	-28.935176977508185	0.92499846	0.8822143	3.407298181131482	3.361922125071287	-1.0449924554675818	10031	20063
32065	204	441.31582045555115	6.2547262759601985	-6.967195876720846	26.97783966146418	47.89484263194212	-20.46290623026687	1.6752322	1.6406348	2.5871940100938082	2.5510137263685464	-1.8441100522875786	11033	22066
34023	220	471.7108528614044	5.826288830737128	-6.362985363377145	26.41434394941583	47.05709038497966	-20.99026991202951	1.8971152	1.9600772	2.636477552726865	2.607293742224574	-2.4115282890200613	12012	24024
36138	236	501.949343919754	25.406265604086563	41.32738725119198	30.565905346919198	47.61607355420963	-20.44656480486948	3.2238052	3.211923	3.286218042895198	3.175163991302252	-3.1634419426321982	13069	26139
38064	259	530.7737336158752	23.14122337601481	42.186047578885805	32.793338848715194	47.0990714485537	-24.67054829344741	4.149987	4.1051545	3.0429040150344373	2.9346512772142885	-4.292217643260956	14032	28065
40010	288	559.5992591381073	14.226172289587161	16.21049488243898	31.42930399623366	46.18127320799313	-24.610778070320304	5.6633973	5.71893	3.43605662047863	3.36064792022109	-5.843067247867584	15005	30011
42054	310	589.6915063858032	25.047389327477354	41.09948761421825	28.750167049979936	47.146213265536204	-28.082400899101955	6.8764815	6.8401923	2.0104362776875497	1.9878918267786503	-7.253089599609375	16027	32055
44033	339	616.3968396186829	43.98547815773701	43.9042936289487	2.1625171148563243	47.7886893081669	41.15870163395822	7.779257	7.73795	3.2833977825939655	3.2135024830698966	-8.383390321731568	17017	34034
46023	369	645.0736362934113	35.7517575094503	42.63329693863108	22.727967438445564	46.34164583698454	-28.530723775631184	9.956492	10.006447	4.525079605579376	4.375995407104492	-10.051016130447387	18012	36024
48058	401	673.0097448825836	38.06109805788887	42.67260333281647	16.206962413946417	46.38438467047822	-7.824575645137525	10.58563	10.572108	3.5296970301866533	3.439435864686966	-11.167139797210693	19029	38059
50035	436	699.8755495548248	39.988661014851594	45.42590870909798	17.161386152021297	47.40806383569717	-8.779270398772926	12.397632	12.409069	2.4041508969664576	2.3196457497775556	-12.391003303527832	20018	40036
52006	470	726.9276392459869	42.36299185241965	42.0864999564173	2.998612408432075	46.4722726992665	36.32695526873509	13.854177	13.822467	2.6230596868693827	2.5394372995197774	-13.7878941822052	21003	42007
54079	511	754.7659482955933	44.070715776960434	44.67829556884227	2.4264306275203924	46.59408050625846	38.014590213234335	15.231834	15.232582	2.457216304242611	2.379065862894058	-15.255961275100708	22040	44080
56017	543	780.9641585350037	42.83244428740702	43.05056750699578	2.1502429038901125	46.51021048025825	38.640244156461186	16.45081	16.48187	2.373005113005638	2.255103989243507	-16.79702482223511	23009	46018
58143	577	812.0407245159149	26.476966882288195	41.56778483614168	26.684962820765023	46.872510349762166	-22.070143243037894	17.610884	17.586363	1.621065376996994	1.5567181457579136	-18.176656284332275	24072	48144
60010	601	836.6676185131073	44.026679610736245	43.72067749604753	1.8071798109271573	46.5792384395539	41.460769094411376	18.457857	18.474735	1.7502136716246606	1.7085663068294525	-19.171284999847412	25005	50011
62020	635	863.1931738853455	43.613023011656175	43.274621095743996	2.127668325651791	47.09718950831875	39.703228690076344	19.46257	19.41994	1.5337497936189175	1.4889084443449974	-20.185131664276124	26010	52021
64054	674	889.992532491684	43.86149912258735	43.40072072775951	2.211278059134449	48.88408343504062	41.63319332766923	21.415934	21.42772	2.1881167432665825	2.059509736597538	-21.490051040649416	27027	54055
66006	714	916.2898936271667	44.725912117889386	45.09797272294072	1.9702088603856136	47.75836827203994	41.48128984898487	22.548855	22.556879	1.3839371675252914	1.2495412191748618	-22.98604835510254	28003	56007
68023	755	943.9006700515747	38.11193978445426	45.02056008264715	20.759485957744847	46.86264958674013	-20.767514260546264	23.116201	23.0932	1.5097808685898781	1.4005706498026849	-24.073635482788085	29012	58024
70023	798	971.1421992778778	44.65817455279524	44.96343355354711	2.912618247685309	48.804668160702505	38.71946307825674	24.421722	24.443792	1.145796488672495	1.105348203331232	-24.955439376831055	30012	60024
72018	839	996.8406882286072	43.6632868227533	43.92900741079211	2.1736049621911597	47.07489823528072	40.48890092766588	25.693209	25.688435	1.180288160443306	1.0807555943727494	-26.137417373657225	31009	62019
74046	880	1024.3680701255798	43.95708259950228	44.33313332672634	2.750496391037504	47.540821573775915	40.06468190207539	26.687687	26.73798	0.9311304140090942	0.8859225516021252	-27.206495571136475	32023	64047
76011	921	1049.106326341629	43.89778581625035	44.191623254838646	2.007514958480251	46.695525560500656	41.02466438227012	27.389114	27.383604	1.0640051989257335	1.0084555493295193	-27.902905082702638	33006	66012
78021	963	1076.5255591869354	44.47148990602027	44.6503240658881	2.09494724375916	47.67903144877872	39.96944060897006	28.057648	28.071177	0.9427546621859073	0.8733714258670807	-28.695796184539795	34011	68022
80017	1006	1103.1485159397125	44.088220611955045	44.22936189090717	1.4676811391721787	46.68075442888299	41.59227131345066	29.3496	29.36981	1.0510968260467053	0.9834273239970207	-29.085163383483888	35009	70018
82032	1050	1131.3642344474792	31.48755701127238	43.78671756017182	27.283097897700028	46.864777735592796	-21.61322296769326	29.7075	29.715134	0.8062949162721634	0.791717989295721	-29.707828178405762	36016	72033
84006	1093	1157.3467552661896	45.249631311778906	45.67489607349288	2.1117960207236206	48.102464201341455	41.69901132977666	30.282694	30.304672	0.7385218730568885	0.7152495682239532	-30.406278762817383	37003	74007
86016	1137	1183.5314965248108	45.849826023050184	45.78176166190475	2.0017208061325342	49.03914188129644	42.143185565015756	30.085741	30.120415	0.7099738201498985	0.6551074469089508	-30.759285278320313	38008	76017
88000	1183	1209.4959089756012	44.39679134489425	44.327671255885676	2.1591965132235065	47.42479846885957	41.84469348807273	31.283552	31.316786	0.8312680587172508	0.8339814800024032	-31.183301849365236	39000	78001
90014	1226	1235.8067500591278	44.864718643790155	44.91223980764188	1.6206801786028826	47.44915977765646	42.12787602901969	31.153149	31.14509	0.7676556646823883	0.7220568560063839	-31.445128555297853	40007	80015
92040	1272	1262.7513732910156	39.770138023793436	44.77616137469519	16.518156949694077	46.10984739323036	-7.191025456307665	31.881348	31.902288	0.7132317145168782	0.6503666716814042	-31.852318820953368	41020	82041
94035	1316	1289.315948009491	44.2389684210229	44.01949747637617	1.2887721419580414	46.19304670089811	41.96863194052649	31.950754	31.955992	0.6987330627441406	0.651628748178482	-32.02649112701416	42018	84036
96034	1361	1315.2565231323242	44.051076581538226	44.86333082781219	2.4892203295018738	46.54587148004342	39.590470219274636	31.774054	31.78501	0.7862031577527523	0.7118789686262608	-32.286793594360354	43017	86035
98045	1408	1342.3480615615845	45.008445698523516	45.47995021454345	2.0444198685944235	47.240822947189855	40.947969784167256	32.30073	32.30396	0.7776149475574493	0.7379922235012054	-32.53650249481201	44023	88046
100039	1457	1367.8163840770721	45.30429475327956	45.825500821568866	3.744016615282111	49.60980578545278	37.408041040894354	32.351093	32.36557	0.5971340629458427	0.5645101813971997	-32.611994915008545	45020	90040
102023	1508	1394.3104236125946	44.42449365890991	44.187319351562934	2.3023702479394177	48.088814413618714	40.541542657026255	32.956287	32.9521	0.7328904576599597	0.7170479069650173	-33.08014490127564	46012	92024
104031	1555	1420.2078084945679	45.58772011697191	45.703872111392926	1.7532850238786652	48.367951328728175	42.21727416801441	32.723614	32.763096	0.700599137544632	0.6807490366697312	-33.1107505607605	47016	94032
106008	1604	1446.9446873664856	43.933242995304184	43.96823239612374	2.651799366649714	48.44285394987906	39.72527915771807	33.27507	33.27953	0.5603882679343224	0.5692751105129719	-33.255993118286135	48004	96009
108034	1653	1473.8002874851227	43.54989710122257	43.022563340816944	2.6713945351648296	47.360272007895375	40.0574305810552	33.27525	33.28307	0.6662431119382382	0.5946535597741603	-33.45739463806152	49017	98035
110024	1703	1499.5755026340485	45.280882622901814	45.26068114415594	2.208572477813308	48.16074763843035	42.68416347812942	33.566048	33.529587	0.49319239646196367	0.46517135106027124	-33.59187719345093	50012	100025
112023	1755	1525.8994493484497	44.985436338624375	45.26239993719406	1.9220938209163898	48.25930513905364	41.46960181262392	33.91119	33.87825	0.6117236317694187	0.5833789543807506	-33.812455101013185	51012	102024
114013	1806	1552.0531899929047	45.90572259920126	45.966001265271515	1.505778236936208	47.8971957401554	43.550065309654826	33.773636	33.81051	0.4676296888291836	0.45294187381863593	-33.925558204650876	52007	104014
116046	1860	1578.893504858017	44.71274709558128	44.298450946768085	1.742432950401845	47.8967726717634	42.407440353637874	34.188046	34.18915	0.5465065138041973	0.5262512564659119	-34.18123647689819	53023	106047
118006	1912	1604.8687868118286	44.735795184932826	44.88540127536608	2.1041383419961615	48.28666821586209	40.86965327637312	34.07735	34.081963	0.5524497343599797	0.5236679105460644	-34.33229507446289	54003	108007
120024	1964	1630.5916922092438	44.631916518627705	44.990303717664546	2.2863570001903604	47.38220163997816	40.23719752511547	34.167526	34.144993	0.5242286378890276	0.5029714708775281	-34.524702072143555	55012	110025
122018	2016	1657.04491853714	44.5288743284204	44.41185434223897	1.5978646033897306	47.00545463652649	41.68475661744668	34.45682	34.4763	0.6193001468479633	0.6070125392079353	-34.6362516784668	56009	112019
124030	2069	1682.697851896286	45.05873176549554	44.89350684766189	1.9309283942432827	47.64878617424376	40.80796526540632	34.58568	34.552532	0.49705674320459364	0.45222652167081834	-34.82879875183105	57015	114031
126004	2122	1708.5930140018463	45.49220083959597	44.93490572790992	1.931950190765167	48.62683360895441	42.52581180093983	34.596455	34.55008	0.6003289216756821	0.5256348806619644	-34.9621488571167	58002	116005
128040	2174	1734.7361042499542	45.850272041257625	46.0864150582508	1.3369102271019844	47.289448262852204	43.84757318890608	34.70636	34.702396	0.515263215303421	0.46594134747982024	-35.00895404815674	59020	118041
130020	2228	1761.0292060375214	44.01054391575851	43.69180169441764	1.3913558196048377	46.049923258604124	42.22133773692865	35.177383	35.16441	0.5178657613694668	0.47036923304200173	-35.193744316101075	60010	120021
132017	2279	1787.0966532230377	44.85919722318592	44.56958986897732	1.8757835327875771	48.012167899660575	42.38840334473727	34.88307	34.882095	0.5766457970440387	0.5232040562480688	-35.33102478027344	61009	122018
134001	2333	1811.8821756839752	44.510393733392505	44.58198353908185	1.9898037667489397	48.58624973035953	41.294366208366526	34.744602	34.74862	0.4516760149598122	0.4300541400909424	-35.36360874176025	62001	124002
136036	2389	1838.9303987026215	44.647633156872566	44.51937378883677	1.669873124787195	47.41574909047399	41.79480240357113	35.046844	35.068806	0.569271025210619	0.5507387463748455	-35.485185356140136	63018	126037
138018	2441	1863.7192404270172	44.757402299775535	45.23905246642721	1.4500490318435832	46.704058163293595	41.475897963565224	35.775673	35.76075	0.4880439114570618	0.4644193369150162	-35.633903465271	64009	128019
140008	2497	1890.3252012729645	44.801582310388156	44.9085577401528	0.8327161169677331	46.06815246063563	43.471463196642404	35.4865	35.45136	0.5144906783103943	0.4897129216790199	-35.6994987487793	65004	130009
142016	2548	1915.279653787613	44.56775985902932	44.93042291509673	2.686036243754107	49.23665585073223	40.129169542950144	35.300205	35.309296	0.4777121278643608	0.43798796497285364	-35.741163635253905	66008	132017
144007	2601	1941.7238252162933	45.232676086177726	44.78234644027235	2.305840826335968	49.43764015903724	41.934126391260506	35.61567	35.590473	0.45270413905382156	0.4135066778212786	-36.05800991058349	67004	134008
146004	2654	1966.8966844081879	44.69386162103165	45.0218869323868	1.674464991035481	46.54069931873671	41.05975380000566	35.977192	35.992947	0.37588631853461263	0.3604520083963871	-36.049845428466796	68002	136005
148005	2707	1993.3412005901337	44.36310262521632	44.807821162354784	1.7495743848578673	47.181340097021206	41.51887974347975	35.964428	35.98563	0.480834126919508	0.4729292656481266	-36.116169166564944	69003	138006
150025	2761	2019.1626298427582	45.244783643732106	45.348050249343466	1.4694473246456228	47.063555461824635	42.91727683281015	35.9618	35.928123	0.48290499970316886	0.47792789682745934	-36.147926826477054	70013	140026
152026	2816	2044.9713275432587	43.979408568397716	44.40268335875113	2.6411128796917667	48.56413058266859	40.64910075691314	35.65289	35.696507	0.48880711928009984	0.47082991153001785	-36.17999912261963	71013	142027
154000	2871	2070.8048548698425	44.750242772461014	44.36664265484022	1.6317309094110424	48.18604751894803	43.064230019260634	35.92356	35.916733	0.4021783508360386	0.3935243549197912	-36.20584888458252	72000	144001
156024	2926	2096.8914387226105	44.05668487533029	44.3614664032843	1.37446837821362	46.19905209876431	42.30924576768066	36.25969	36.26559	0.5267825902998448	0.46835870020091536	-36.32094127655029	73012	146025
158005	2982	2122.48237323761	45.793581985696264	45.7263743431934	1.9543547699590254	48.74348124821077	42.34122065587887	36.316555	36.30687	0.4644501426815987	0.41134902477264407	-36.26255809783935	74003	148006
160000	3038	2149.311711549759	44.65639996694639	45.17981180243586	2.0435920292806284	46.6008507152816	39.218594173986396	35.92869	35.92181	0.4764706817269325	0.4712987268716097	-36.37783920288086	75000	150001
162005	3094	2174.0125613212585	45.36051320999717	45.401438805990026	1.7713351491185434	48.059604326201	42.189476672495886	35.97504	35.94482	0.46815971568226816	0.45493983894586565	-36.46037578582764	76003	152006
164026	3147	2200.5971579551697	45.028844100668714	44.88273190372053	1.2843242798594166	46.73369044405095	42.91174670189307	36.437347	36.420765	0.509268736243248	0.47029950499534606	-36.529813613891605	77013	154027
166038	3200	2226.856852054596	44.97542332269471	44.92222017934253	0.992400160817854	46.699996625884005	42.9853838793762	36.246975	36.214115	0.34180793464183806	0.3238650082051754	-36.50367149353028	78019	156039
168014	3255	2252.869438648224	44.71188325510934	44.74208403113163	2.7271552106851225	49.6496489273309	39.048441212482906	36.17382	36.157833	0.5171524810791016	0.4537146678566933	-36.678590545654295	79007	158015
170014	3308	2278.8149530887604	43.29627786735512	44.52393825760802	3.329189651461656	46.67919577750821	35.21968307376147	36.469013	36.471397	0.46959501326084135	0.4573997829854488	-36.490624504089354	80007	160015
172013	3364	2305.189410686493	44.85899656779754	44.395884383095265	2.0728012600591184	48.20249079797951	42.51703787718761	36.6411	36.660637	0.39548161908984186	0.39333615094423297	-36.7158211517334	81007	162014
