steps	episodes	elapsed	mean	median	stdev	max	min	average_q1	average_q2	average_q_func1_loss	average_q_func2_loss	average_policy_loss	policy_n_updates	q_func_n_updates
2000	10	12.738781452178955	16.756239062546772	25.345446771070534	22.947574014135796	39.41421277740295	-26.896670775082278	nan	nan	nan	nan	nan	0	0
4000	20	25.64610195159912	25.892470814814022	31.129808551295078	20.752718182232194	40.47270824636455	-29.916285322002796	nan	nan	nan	nan	nan	0	0
6000	30	37.41417646408081	23.003532706474868	37.372171611262175	29.485023556901126	42.97702349050901	-42.0028370824463	nan	nan	nan	nan	nan	0	0
8000	40	49.271122455596924	18.53521989077712	23.523254924554454	23.780194574495237	36.04065489130424	-43.204996591483166	nan	nan	nan	nan	nan	0	0
10000	50	62.2201452255249	5.960197774091319	19.44166271554682	31.187759999070135	42.238632863381625	-38.38606775902628	4.9014306	4.9393053	0.7559086680412292	0.43904075026512146	nan	0	1
12129	63	96.10067367553711	-9.457764848375845	-16.66512153822124	26.544710105105924	30.13479883437155	-38.87656045747003	7.9755826	7.971044	0.23924650344997644	0.23539606414735317	-8.138525276184081	1065	2130
14004	75	126.59064269065857	-1.358903909585138	-15.14995841043549	31.70171587380257	42.504592014433825	-37.034382959399906	9.938053	9.925666	0.3110108642652631	0.2867473877593875	-9.931597867012023	2002	4005
16043	87	158.42363262176514	-14.429006860408453	-23.26299902571167	23.699467645836073	38.23888513030106	-39.47649617943881	10.07866	10.077284	0.5507361114025116	0.5441465783119201	-10.773903813362121	3022	6044
18147	99	189.40405249595642	13.131988830635308	27.292280370701885	27.538400315674597	43.74791649629525	-26.19068444439884	10.078015	10.089307	0.4726452673971653	0.4836623645573854	-10.920330696105957	4074	8148
20017	110	219.3043200969696	-12.699184764680643	-12.921124208509875	21.22192373983675	20.477884133407006	-38.43741779645992	11.417214	11.41363	0.650979587584734	0.6590912462398409	-11.618058276176452	5009	10018
22083	124	250.76024866104126	3.633064998114011	-12.868979491000609	27.08559341914207	40.5394405144865	-21.616428547163586	12.113074	12.164714	0.5605031966045498	0.545714864358306	-11.52188593864441	6042	12084
24091	137	281.47296500205994	15.19226206307385	18.50756812663642	21.426198409636747	39.89962677619683	-23.31328719850091	11.726072	11.720444	0.5121283271163702	0.5258727230876684	-11.668564195632934	7046	14092
26107	150	312.6079273223877	5.201430523814114	23.55318684759972	32.62320881189671	37.22134000716559	-39.920774817242624	11.299841	11.309233	1.0156680028885603	1.0420674008876085	-11.79757113456726	8054	16108
28026	161	343.03202414512634	6.476374888627723	23.555921511438164	30.82813297325184	42.084531266871565	-38.663829561800156	11.712785	11.682733	0.8486461002379656	0.8563202006369829	-11.282308073043824	9013	18027
30195	175	375.0987527370453	5.391197399205501	4.872185484796415	26.690745502956496	43.50103842689516	-36.325106687394104	10.681318	10.674176	0.8459120750427246	0.8302654385566711	-11.132301855087281	10098	20196
32034	186	403.4977009296417	2.816307779641774	5.633412606000022	34.72039948996174	45.27599981643561	-45.64954338240729	11.017399	11.018121	0.9746977709233761	0.9866385754197836	-11.025623092651367	11017	22035
34064	199	433.7786889076233	17.828787572457156	32.13906383268241	32.6172201383227	48.357566011025476	-38.76003454116318	10.99935	11.008627	1.1774053771793842	1.1315525034815073	-10.742169618606567	12032	24065
36084	212	466.1488516330719	-7.072413159774771	-14.229768330712442	30.120173862989258	37.992429607566685	-40.900598189319	10.866106	10.868324	0.9922402955591678	0.9823809654265642	-10.641004180908203	13042	26085
38153	227	498.148321390152	1.299671763536017	-0.13537837096579075	26.985023999202344	38.0299424140541	-39.60168009937988	10.588963	10.595512	0.6905414129048586	0.6855962610989809	-11.321099519729614	14077	28154
40098	241	527.127646446228	19.929424871579407	25.557032399710124	22.45736692941197	39.928835064181655	-21.72779729143718	10.599298	10.615673	0.9954395901411772	0.9798766341805458	-11.028711862564087	15049	30099
42104	255	557.9773087501526	22.37225130104657	31.553292721126837	25.138084668919067	43.43856082059168	-24.336855134744006	10.988623	11.009594	1.2011376510560512	1.1917654551565646	-11.019334764480591	16052	32105
44035	266	587.5848436355591	13.845550148521829	27.584748891679624	33.40303512812094	44.21802745700104	-53.578461223963366	10.457221	10.489529	1.432604757398367	1.395512739121914	-10.795507550239563	17018	34036
46070	279	619.4887092113495	12.700835260361332	30.17828194565056	31.38964935828898	39.75889063269253	-43.30131791626928	10.316418	10.346861	1.298028674274683	1.3177889288961888	-10.547119770050049	18035	36071
48020	291	649.7921631336212	10.7460270377026	27.55127521416799	29.625874097175895	37.8085164388994	-40.44715378703163	9.122863	9.097062	1.2302671559154987	1.2181231947243214	-10.155453877449036	19010	38021
50004	303	678.6461663246155	13.582110937556731	24.1024058422815	23.391523971947652	33.39255374588626	-36.50858638605083	8.414183	8.398218	0.9652137253433466	1.0096036884188653	-10.079092183113097	20002	40005
52051	319	708.4270620346069	18.559128260599984	28.272412991168757	26.37053575212205	39.97631774224854	-33.41928226277928	9.805539	9.801502	1.1275975361466408	1.1097790482640266	-9.955125899314881	21026	42052
54107	332	740.5906023979187	10.747279346791386	23.491290689684377	29.817348812369993	36.50137616281535	-36.22923663431617	9.421074	9.448668	1.6441346351802348	1.6322788879275323	-9.427155723571778	22054	44108
56140	343	771.1405811309814	14.45191184079307	20.966552436267527	28.013491687543542	39.71052923379355	-37.027051544998734	9.052369	9.047723	0.9969988058507443	0.9946407119929791	-9.097796397209168	23070	46141
