steps	episodes	elapsed	mean	median	stdev	max	min	average_q1	average_q2	average_q_func1_loss	average_q_func2_loss	average_policy_loss	policy_n_updates	q_func_n_updates
2142	14	10.96578311920166	-9.193508895226898	-15.007335812463932	21.367921158118218	49.45831274380435	-22.7718566493094	nan	nan	nan	nan	nan	0	0
4121	26	21.88865852355957	-9.786166622575635	-7.6211483878641015	4.496604744133161	-6.759016409540223	-19.97840177704215	nan	nan	nan	nan	nan	0	0
6029	40	32.699328899383545	-11.574933193643757	-9.615290977960962	6.187713848935064	-6.896856102960968	-23.66632827871532	nan	nan	nan	nan	nan	0	0
8077	53	43.38475680351257	-5.5253793265220885	-8.332660564303941	20.271067509445704	49.96446153888061	-21.79971804305723	nan	nan	nan	nan	nan	0	0
10077	63	55.012810468673706	-42.714401932402865	-39.712314295893734	8.046213174763258	-36.68431189025504	-58.34228537744529	-0.07794226	-0.084242456	4.206523022500989	4.205567107828429	0.16755310314086577	39	78
12110	76	80.47474765777588	-12.192821009040484	-27.56128866222972	42.91472429833914	48.323352699368776	-52.585059713101806	0.53823906	0.5678899	4.7327142327278855	4.721175502240658	-0.7923964160680771	1055	2111
14000	119	99.90228509902954	48.72901650487191	48.654360422269114	0.8358668616211915	49.95419482171481	47.61348350451658	2.6169066	2.520875	7.061276612281799	7.12430561825633	-2.843187437057495	2000	4001
16013	204	122.6085045337677	18.269291760215502	-1.9284668310082063	26.77038829184326	49.9114414408943	-3.2619281698653806	8.413389	8.40947	8.461757975816727	8.63865483045578	-9.423600606918335	3007	6014
18009	363	142.91179704666138	48.58615502082006	48.34002221924618	0.6270735212152654	49.51486398128312	47.86988591636844	18.867422	18.89667	4.741282222867012	4.869279871582985	-20.1457900428772	4005	8010
20008	566	163.81452012062073	49.21694515702439	49.32101635858382	0.6044008059394952	50.0	48.13110355940183	29.83482	29.835133	1.7531705158948898	1.7495855736732482	-31.798304195404054	5004	10009
22000	787	184.13300466537476	48.795354896807034	48.783054474267985	0.4789030358649704	49.431778034593336	47.937284145131656	39.292305	39.288757	0.3716039368510246	0.36951938703656195	-40.239059906005856	6000	12001
24002	1017	204.03475427627563	49.17326972603199	49.18385191789527	0.6233984778010165	49.953028008170975	47.82573835264589	43.508907	43.507442	0.1863764227926731	0.17503503814339638	-44.15242828369141	7001	14003
26001	1264	224.4746527671814	49.26174364049764	49.41339049149235	0.641018841340013	49.889038730406995	47.77359225099888	45.10515	45.09089	0.13484303291887045	0.1326960138604045	-45.65036685943603	8001	16002
28000	1499	245.17562532424927	49.13154786926721	49.27226271401703	0.6187090953923653	49.95826614551278	48.0493171050363	45.622253	45.627876	0.11335136186331511	0.11438788760453462	-46.098621940612794	9000	18001
30008	1745	265.85960626602173	48.846465091172945	48.840663843993966	0.8176606589870723	49.93919704922055	47.52451548640132	46.029602	46.032173	0.111799295283854	0.11219982460141181	-46.40156787872314	10004	20009
32000	2005	286.22044801712036	48.81312994116507	49.147670340084545	0.9995520627312343	50.0	47.24564178791671	45.876575	45.897007	0.10588529720902443	0.10651474468410015	-46.47118007659912	11000	22001
34009	2253	306.6159896850586	48.83430501152587	48.92116535161101	0.6363942592812307	49.715657672836635	47.62185527894002	46.139297	46.14714	0.12211729425936937	0.11630326181650162	-46.5906379699707	12005	24010
36004	2501	326.7906413078308	49.17011300411698	49.33834071733712	0.6222753206225832	49.91848677420471	48.11613613375425	46.405704	46.415844	0.11268333218991756	0.11355123355984688	-46.661256065368654	13002	26005
38009	2753	346.7784335613251	48.603201986138814	48.71161666329397	0.7179733007705786	49.883811348168365	47.39580702170354	46.431133	46.447506	0.11449689891189337	0.11489896904677152	-46.73312789916992	14005	28010
40007	3006	367.5120372772217	49.58792682744685	49.55085279639751	0.30437070330374527	50.0	49.061531082049996	46.533955	46.506176	0.12187217179685832	0.11912014104425907	-46.80329643249512	15004	30008
42002	3256	388.10166478157043	48.99234098130939	48.963184360596955	0.5688705565020351	49.75675323641329	47.82287482434941	46.424026	46.432987	0.12146249376237392	0.1191176936775446	-46.81917873382568	16001	32003
44003	3510	408.12467765808105	48.887666871736556	49.11975447424285	0.8421086404528242	49.78936810981182	47.384376465212725	46.52149	46.50455	0.12979454804211854	0.12583464588969945	-46.83598243713379	17002	34004
